0.020294189,0.032501221,0.011291504,0.141296387,0.184173584,0.038604736,0.058135986,0.103912354,0.283355713,,0.077667236,0.010375977,0.040588379,0.075836182,0.086212158
0.024871826,0.103912354,0.020904541,0.274505615,0.198059082,0.050964355,0.087127686,0.131072998,0.365905762,,0.13168335,,0.062255859,0.101165771,0.212097168
0.025634766,0.158081055,0.026550293,0.311431885,0.38482666,0.08682251,0.120544434,0.164337158,0.386962891,,0.22354126,,0.107727051,0.343017578,0.227203369
0.02746582,0.174255371,0.029296875,0.52947998,0.493621826,0.112304688,0.166015625,0.318603516,0.657196045,,0.241088867,,,0.371246338,0.29586792
0.02746582,0.215301514,0.089263916,0.530548096,,0.155029297,0.205383301,,0.879058838,,0.269012451,,,,1.309356689
0.035552979,0.228118896,0.091094971,0.871124268,,0.164642334,0.351409912,,1.539001465,,0.408782959,,,,
0.038146973,1.597290039,0.234375,1.29196167,,,0.412139893,,,,0.657196045,,,,
0.046691895,,0.257415771,,,,0.702972412,,,,3.663635254,,,,
0.081176758,,0.269622803,,,,0.881500244,,,,,,,,
2.445831299,,0.372924805,,,,,,,,,,,,
