0.017547607,0.021514893,0.021972656,0.074462891,0.264282227,0.045928955,0.055389404,0.133361816,0.093994141,0.160064697,0.030670166,0.156555176,0.041503906,0.022125244,0.057220459
0.020446777,0.054016113,0.160217285,0.277404785,0.282287598,0.408172607,0.455932617,0.140380859,0.130004883,0.352020264,0.095367432,0.330810547,0.154266357,0.073852539,0.067138672
0.37612915,0.140533447,0.193786621,0.461120605,0.289001465,3.107299805,0.674743652,0.221099854,0.172119141,0.365905762,0.27130127,0.397644043,0.257568359,0.086669922,0.071868896
0.704193115,1.008453369,0.329284668,0.565948486,0.308837891,3.197174072,0.760650635,0.221710205,0.326690674,0.737762451,0.286102295,0.427703857,0.282745361,0.115356445,0.118560791
2.734832764,1.721954346,0.397491455,0.852966309,0.360717773,3.197937012,0.824584961,0.247802734,0.357971191,1.670532227,0.297546387,0.623321533,0.408782959,0.130767822,0.164642334
3.085174561,2.008056641,0.399932861,0.93963623,0.410003662,3.906555176,0.888061523,0.312957764,0.375213623,1.676940918,0.415802002,0.656280518,0.466766357,0.191802979,0.167388916
4.015808105,2.014465332,0.403442383,1.015319824,0.415802002,4.073638916,0.893859863,0.4296875,0.428314209,1.802825928,1.250457764,1.085205078,0.523376465,0.248718262,0.348815918
4.438781738,2.936706543,0.413208008,1.062774658,0.4347229,4.343261719,1.126251221,0.655670166,0.44921875,1.849517822,1.637115479,1.416168213,0.721588135,0.372619629,0.648803711
5.121002197,2.993164063,0.556793213,1.173400879,1.33605957,4.67376709,1.346588135,0.710296631,0.72479248,2.054443359,1.853027344,1.730957031,0.743560791,0.381317139,0.689239502
8.010864258,3.545074463,2.197418213,1.235961914,2.113800049,5.021057129,1.468200684,0.748748779,0.915985107,2.058410645,2.709197998,2.225341797,1.050262451,0.607757568,1.288299561
9.148864746,4.304046631,,2.485961914,2.198486328,5.500488281,1.786804199,0.787353516,1.522827148,2.525634766,2.721252441,2.324981689,1.72088623,0.69519043,1.350250244
,5.275878906,,2.914276123,,5.997619629,,0.99899292,,2.75177002,3.91494751,3.095092773,,,
