0.021057129,0.058898926,0.021057129,0.118865967,0.03326416,0.025939941,0.064697266,0.056304932,0.021209717,0.018157959,0.138244629,0.150146484,0.038604736,0.025634766,0.021820068
0.021972656,0.096588135,0.087890625,0.124816895,0.056304932,0.040588379,0.079803467,0.124969482,0.058441162,0.156707764,0.192871094,0.15838623,0.122070313,0.031280518,0.060424805
0.025482178,0.239105225,0.114898682,0.234375,0.076751709,0.048828125,0.096893311,0.138702393,0.063171387,0.261535645,0.196533203,0.27053833,0.12298584,0.036773682,0.077514648
0.030212402,0.388793945,0.117645264,0.260467529,0.144500732,0.076599121,0.178833008,0.143280029,0.140838623,0.768432617,0.19821167,0.450592041,0.136260986,0.056762695,0.147247314
0.039520264,1.023101807,0.146026611,0.285644531,0.180969238,0.079040527,0.239105225,0.179290771,0.153198242,0.872192383,0.281066895,0.871429443,0.145568848,0.059051514,0.221099854
0.051269531,1.481781006,0.154418945,0.611724854,0.215606689,0.123138428,0.275726318,0.188140869,0.192108154,0.957489014,0.288848877,1.286773682,0.390930176,0.07019043,0.593109131
0.055084229,2.623138428,0.174713135,0.634155273,0.305480957,0.220184326,0.508728027,0.218200684,0.307922363,1.29699707,0.336303711,1.829071045,0.53527832,0.10925293,1.130828857
0.898742676,2.839508057,0.511779785,0.689849854,0.33416748,1.40914917,0.617218018,0.226898193,0.485076904,1.485290527,0.394744873,2.131500244,0.581817627,0.190582275,1.378936768
3.041229248,2.969970703,0.767211914,1.243591309,0.361480713,3.354034424,0.650787354,0.279998779,0.493621826,1.692504883,0.642089844,2.268829346,0.620422363,0.45211792,4.983062744
3.80645752,3.675994873,0.781707764,1.330108643,0.443725586,4.595794678,0.878143311,0.404968262,0.513305664,2.284545898,0.711212158,2.945098877,0.736541748,0.476531982,
,4.386749268,0.820159912,1.999511719,0.64453125,6.216583252,0.910797119,0.501251221,1.088562012,2.292480469,0.756072998,4.319152832,0.801086426,0.798797607,
,4.591522217,,2.220306396,2.595214844,,1.296081543,0.72845459,1.09375,3.709564209,1.890106201,,1.307067871,0.870361328,
