0.027160645,0.053863525,0.01083374,0.622711182,0.038909912,0.012054443,0.074005127,0.045166016,0.160369873,0.227966309,0.07598877,0.062255859,0.112457275,0.062866211,0.019836426
0.029754639,0.199127197,0.027770996,0.717315674,0.093383789,0.083465576,0.206604004,0.047302246,0.341186523,1.234283447,0.115966797,1.22543335,0.231781006,0.08102417,0.079040527
0.035095215,0.48828125,0.038909912,0.817108154,0.140380859,0.092163086,0.255126953,0.21987915,0.728912354,1.953277588,0.187530518,,1.039276123,0.083007813,0.0831604
0.035247803,1.324768066,0.135040283,1.009521484,0.182952881,,0.408477783,0.274047852,0.935516357,1.988372803,0.238189697,,,0.089263916,0.103607178
0.03692627,6.534423828,0.1612854,1.774902344,0.480041504,,0.99319458,0.339660645,1.074676514,,0.269622803,,,0.408935547,
0.097503662,,0.164489746,,,,1.117706299,0.441894531,1.76940918,,0.489501953,,,,
0.108032227,,0.20324707,,,,1.379241943,0.810699463,3.261871338,,0.520782471,,,,
0.209503174,,1.053314209,,,,,,,,0.543060303,,,,
0.30090332,,1.815643311,,,,,,,,0.870513916,,,,
,,,,,,,,,,2.214355469,,,,
